Product;Synonym
Intercooler;resfriador de ar, trocador de calor, radiador de ar;sim
Interruptor da Maçaneta;botão da maçaneta, acionador da maçaneta, chave da maçaneta;sim
Interruptor da Tomada de Força;botão da tomada de força, acionador da tomada de força, chave da tomada de força;sim
Interruptor de Cortesia da Porta;botão de cortesia da porta, acionador de cortesia da porta, chave de cortesia da porta;sim
Interruptor de Luz do Farol;botão de luz do farol, acionador de luz do farol, chave de luz do farol;sim
Interruptor de Temperatura do Ar;botão de temperatura do ar, acionador de temperatura do ar, chave de temperatura do ar;sim
Interruptor do Controle do Aquecedor;botão do controle do aquecedor, acionador do controle do aquecedor, chave do controle do aquecedor;sim
Interruptor do Farol;botão do farol, acionador do farol, chave do farol;sim
Interruptor do Freio do Motor;botão do freio do motor, acionador do freio do motor, chave do freio do motor;sim
Interruptor do Painel;botão do painel, acionador do painel, chave do painel;sim
Interruptor do Pisca Alerta;botão do pisca alerta, acionador do pisca alerta, chave do pisca alerta;sim
Interruptor do Porta-malas;botão do porta-malas, acionador do porta-malas, chave do porta-malas;sim
Interruptor do Vidro;botão do vidro, acionador do vidro, chave do vidro;sim
Interruptor do Vidro Elétrico;botão do vidro elétrico, acionador do vidro elétrico, chave do vidro elétrico;sim
Interruptor Pressão de Óleo;botão de pressão de óleo, acionador de pressão de óleo, chave de pressão de óleo;sim
Interruptor Principal Martelete;botão principal martelete, acionador principal martelete, chave principal martelete;sim
Interruptor Térmico Lâmpada de Emergência;botão térmico lâmpada de emergência, acionador térmico lâmpada de emergência, chave térmica lâmpada de emergência;sim
Isolador do Cano Injetor;bucha do cano injetor, pino isolador do cano injetor, anel isolador do cano injetor;sim
Isolador do Filtro de Ar;bucha do filtro de ar, pino isolador do filtro de ar, anel isolador do filtro de ar;sim
Isolador Lateral do Filtro de Ar;bucha lateral do filtro de ar, pino isolador lateral do filtro de ar, anel isolador lateral do filtro de ar;sim
Jogo Anéis de Vedação da Camisa do Motor;kit anéis de vedação da camisa do motor, conjunto anéis de vedação da camisa do motor, jogo de gaxetas da camisa do motor;sim
Jogo Anéis do Bico Injetor;kit anéis do bico injetor, conjunto anéis do bico injetor, jogo de gaxetas do bico injetor;sim
Jogo de Acabamento da Chave de Seta;kit de acabamento da chave de seta, conjunto de acabamento da chave de seta, jogo de revestimento da chave de seta;sim
Jogo de Alavancas Seletoras;kit de alavancas seletoras, conjunto de alavancas seletoras, jogo de hastes seletoras;sim
Jogo de Anel de Vedação do Bico Injetor;kit de anel de vedação do bico injetor, conjunto de anel de vedação do bico injetor, jogo de gaxeta do bico injetor;sim
Jogo de Aro da Grade do Radiador;kit de aro da grade do radiador, conjunto de aro da grade do radiador, jogo de moldura da grade do radiador;sim
Jogo de Arruela do Reparo do Pino;kit de arruela do reparo do pino, conjunto de arruela do reparo do pino, jogo de anilha do reparo do pino;sim
Jogo de Bico da Bobina de Ignição;kit de bico da bobina de ignição, conjunto de bico da bobina de ignição, jogo de ponta da bobina de ignição;sim
Jogo de Buchas de Biela;kit de buchas de biela, conjunto de buchas de biela;sim
Jogo de Buchas do Pedal de Embreagem;kit de buchas do pedal de embreagem, conjunto de buchas do pedal de embreagem;sim
Jogo de Cabo de Engate e Seleção;kit de cabo de engate e seleção, conjunto de cabo de engate e seleção, jogo de cabo de engrenagem e seleção;sim
Jogo de Cabo de Vela;kit de cabo de vela, conjunto de cabo de vela, jogo de cabo de ignição;sim
Jogo de Capa do Retrovisor;kit de capa do retrovisor, conjunto de capa do retrovisor, jogo de revestimento do espelho retrovisor;sim
Jogo de Capa para Banco;kit de capa para banco, conjunto de capa para banco, jogo de revestimento de assento;sim
Jogo de Coxim do Radiador;kit de coxim do radiador, conjunto de coxim do radiador, jogo de suporte do radiador;sim
Jogo de Embuchamento;kit de embuchamento, conjunto de embuchamento, jogo de buchas de suspensão;sim
Jogo de Fechadura;kit de fechadura, conjunto de fechadura, jogo de trava;sim
Jogo de Friso da Grade do Radiador;kit de friso da grade do radiador, conjunto de moldura da grade do radiador, jogo de acabamento da grade do radiador;sim
Jogo de Guarnição da Porta;kit de guarnição da porta, conjunto de vedação da porta, jogo de borracha da porta;sim
Jogo de Guarnição do Porta-malas;kit de guarnição do porta-malas, conjunto de vedação do porta-malas, jogo de borracha do porta-malas;sim
Jogo de Junta da Tampa de Válvulas;kit de junta da tampa de válvulas, conjunto de gaxeta da tampa de válvulas, jogo de vedação da tampa de válvulas;sim
Jogo de Junta do Cabeçote;kit de junta do cabeçote, jogo de junta superior, kit retificação;sim
Jogo de Juntas;kit de juntas, juntas de motor, junta completa;sim
Jogo de Juntas da Tampa de Válvulas;kit de juntas da tampa de válvulas, conjunto da tampa de válvulas, jogo de vedação da tampa de válvulas;sim
Jogo de Juntas do Motor;kit de juntas do motor, juntas do motor, junta completa;sim
Jogo de Lâmpadas LED;kit de lâmpadas led, conjunto de lâmpadas de led, jogo de lâmpadas de diodo emissor de luz;sim
Jogo de Mancal;kit de mancal;sim
Jogo de Palheta;kit de palheta, conjunto de limpador de para-brisa, jogo de haste do limpador;sim
Jogo de Pastilha de Freio;kit de pastilha de freio, conjunto de pastilha de freio, jogo de placa de freio;sim
Jogo de Pinos do Liame do Trambulador;jogo de pinos do liame do trambulador: kit de pinos do liame do trambulador, conjunto de pinos do conector do trambulador, jogo de pinos de engate do trambulador;sim
Jogo de Pistão com Anel;kit de pistão com anel, conjunto de pistão e anel, pea;sim
Jogo de Retentor de Válvula;kit de retentor de válvula, retentor de válvula, vedador de válvula;sim
Jogo de Sapata de Freio;kit de sapata de freio, conjunto de lona de freio, jogo de pastilha de freio;sim
Jogo de Tapete;kit de tapete, conjunto de carpete, jogo de forração;sim
Jogo de Tapete da Cabine;kit de tapete da cabine, conjunto de carpete da cabine, jogo de forração do assoalho;sim
Jogo de Tapete da Caçamba;kit de tapete da caçamba, conjunto de carpete da caçamba, jogo de forração da caçamba;sim
Jogo de Tensor da Correia Dentada;kit de tensor da correia dentada, conjunto de tensionador da correia dentada, jogo de roldana da correia dentada;sim
Jogo de Tensor da Correia do Alternador;kit de tensor da correia do alternador, conjunto de tensionador da correia do alternador, jogo de roldana da correia do alternador;sim
Jogo de Vedação dos Cilidros do Câmbio;kit de vedação dos cilindros do câmbio, conjunto de anel de vedação dos cilindros do câmbio, jogo de gaxeta dos cilindros do câmbio;sim
Jogo do Cabo Trambulador;kit do cabo trambulador, conjunto do cabo de engate, jogo de cabo de seleção;sim
Jogo do Embuchamento;kit do embuchamento, conjunto de bucha, jogo de casquilho;sim
Jogo do Suporte do Quebra-Sol;kit do suporte do quebra-sol, conjunto de suporte do para-sol, jogo de suporte da palheta do sol;sim
Jogo Grade do Radiador;kit grade do radiador, conjunto de grelha do radiador, jogo de grade dianteira;sim
Jogo Lanterna;kit lanterna, conjunto de farol traseiro, jogo de luz traseira;sim
Jogo Lanterna Para-lama;kit lanterna para-lama, conjunto de farol de paralama, jogo de luz de paralama;sim
Jogo Moldura da Caixa de Roda;kit moldura da caixa de roda, conjunto de acabamento da caixa de roda, jogo de moldura de proteção do para-lama;sim
Jogo Protetor de Bagagem para Rack;kit protetor de bagagem para rack, conjunto de cobertura para bagageiro, jogo de capa de proteção para rack;sim
Jogo Reparo do Cilindro de Embreagem;kit reparo do cilindro de embreagem, conjunto de vedação do cilindro de embreagem, jogo de gaxeta do cilindro de embreagem;sim
Jogo Suporte do Para-choque;kit suporte do para-choque, conjunto de suporte da bumper, jogo de sustentação do para-choque;sim
Junção do Trambulador;acoplamento do trambulador, união do trambulador, conexão do trambulador;sim
Junta com Arruela da Tampa de Válvula;arruela da tampa de válvula, junta com anel de vedação da tampa de válvula, vedação com arruela da tampa de válvula;sim
Junta da Coluna de Direção;vedação da coluna de direção, junta de vedação da coluna de direção;sim
Junta da Gaiola;vedação da gaiola, junta de vedação da gaiola;sim
Junta da Homocinética;vedação da homocinética, junta de vedação da homocinética;sim
Junta da Tampa de Válvula;vedação da tampa de válvula, junta de vedação da tampa de válvula;sim
Junta de Vedação de Vela de Ignição;vedação de vela de ignição, junta de vedação da vela de ignição;sim
Junta Deslizante;vedação deslizante, junta de deslizamento;sim
Junta do Cabeçote;vedação do cabeçote, junta de vedação do cabeçote;sim
Junta do Cárter;vedação do cárter, junta de vedação do cárter;sim
Junta do Diafragma;vedação do diafragma, junta de vedação do diafragma;sim
Junta do Vedador da Tampa de Válvulas;vedador da tampa de válvulas, vedação do vedador da tampa de válvulas, junta de vedação do vedador da tampa de válvulas;sim
Junta do Vedador do Prisioneiro da Tampa de Válvula;vedador do prisioneiro da tampa de válvula, vedação do vedador do parafuso da tampa de válvula, junta de vedação do vedador do parafuso da tampa de válvula;sim
Junta Elástica da Caixa de Direção;vedação elástica da caixa de direção;sim
Junta Expansadora;junta de expansão, junta de vedação do coletor de escape, junta flexível;sim
Junta Intermediária da Tampa de Válvulas;junta central da tampa de válvulas, junta do meio da tampa de válvulas, junta entre as partes da tampa de válvulas;sim
Junta Lateral da Tampa de Válvulas;junta de vedação lateral da tampa de válvulas, junta do lado da tampa de válvulas, junta externa da tampa de válvulas;sim
Junta Tampa de Válvulas;junta de vedação da tampa de válvulas, junta principal da tampa de válvulas, junta superficial da tampa de válvulas;sim
Kit Alavanca do Câmbio;conjunto alavanca do câmbio, kit manopla do câmbio, kit manete do câmbio;sim
Kit Amortecedor;conjunto amortecedor, kit suspensão, kit absorvedor de choque;sim
Kit Anéis da Tampa de Válvulas;conjunto anéis da tampa de válvulas, kit gaxetas da tampa de válvulas, kit retentores da tampa de válvulas;sim
Kit Anéis de Vedação do Motor;conjunto anéis de vedação do motor, kit juntas do motor, kit vedadores do motor;sim
kit Anéis do Suporte do Filtro de Óleo;conjunto anéis do suporte do filtro de óleo, kit juntas do suporte do filtro de óleo, kit vedadores do suporte do filtro de óleo;sim
Kit Aneís Oring do Motor;conjunto aneís oring do motor, kit juntas oring do motor, kit vedadores oring do motor;sim
Kit Anéis Vedador da Tampa de Válvula;conjunto anéis vedador da tampa de válvula, kit juntas vedador da tampa de válvula, kit vedadores da tampa de válvula;sim
Kit Anel de Vedação do Oring;conjunto anel de vedação do oring, kit junta de vedação do oring, kit vedador do oring;sim
Kit Anel Vedador da Vela;conjunto anel vedador da vela, kit junta vedador da vela, kit vedador da vela;sim
Kit Aros da Grade do Radiador;conjunto aros da grade do radiador, kit molduras da grade do radiador, kit guarnições da grade do radiador;sim
Kit Arremate Friso da Janela;conjunto arremate friso da janela, kit moldura friso da janela, kit guarnição friso da janela;sim
Kit Arruelas do Balancim;conjunto arruelas do balancim, kit calços do balancim, kit espaçadores do balancim;sim
Kit Barra Estabilizadora;conjunto barra estabilizadora, kit estabilizador, kit barra antirrolagem;sim
Kit Bicos Injetor de Combustível;conjunto bicos injetor de combustível, kit injetores de combustível, kit válvulas injetoras;sim
Kit Botão Pisca Alerta, Trava e Chicote;conjunto botão pisca alerta, trava e chicote, kit comando de alerta, trava e chicote, kit interruptor de pisca alerta, trava e chicote;sim
